entry,at,order
"""areeke @ 1owkVtOQsF"" folds",2021-12-26T02:40:45.323Z,164048644532300
"""angry giraffe @ iyckmMJVn_"" folds",2021-12-26T02:40:44.434Z,164048644443400
"""Kanye2020 @ EWTAOaS4Us"" folds",2021-12-26T02:40:41.016Z,164048644101600
"""isaacwu @ Mhf_KbfDe4"" posts a missing small blind of 1",2021-12-26T02:40:34.687Z,164048643468715
"""big daddy bubbles @ rYQPN15HQa"" posts a big blind of 2",2021-12-26T02:40:34.687Z,164048643468714
"""Makkah @ 2dJHfqjO-R"" posts a small blind of 1",2021-12-26T02:40:34.687Z,164048643468713
"Player stacks: #1 ""Makkah @ 2dJHfqjO-R"" (250) | #2 ""big daddy bubbles @ rYQPN15HQa"" (137) | #3 ""Kanye2020 @ EWTAOaS4Us"" (782) | #4 ""angry giraffe @ iyckmMJVn_"" (464) | #5 ""areeke @ 1owkVtOQsF"" (766) | #6 ""isaacwu @ Mhf_KbfDe4"" (252) | #7 ""Mot$ @ m8FyQBZbz8"" (305) | #9 ""SRV @ 6Idg2NjIGE"" (297) | #10 ""home game hero @ dgEP-4bywu"" (598)",2021-12-26T02:40:34.687Z,164048643468703
"-- starting hand #126  (No Limit Texas Hold'em) (dealer: ""home game hero @ dgEP-4bywu"") --",2021-12-26T02:40:34.687Z,164048643468702
"The player ""isaacwu @ Mhf_KbfDe4"" joined the game with a stack of 252.",2021-12-26T02:40:34.687Z,164048643468701
"The player ""bignuts @ s1KfWKB5Ag"" quits the game with a stack of 261.",2021-12-26T02:40:34.687Z,164048643468700
"-- ending hand #125 --",2021-12-26T02:40:31.710Z,164048643171002
"""Mot$ @ m8FyQBZbz8"" collected 39 from pot",2021-12-26T02:40:31.710Z,164048643171001
"Uncalled bet of 13 returned to ""Mot$ @ m8FyQBZbz8""",2021-12-26T02:40:31.710Z,164048643171000
"""angry giraffe @ iyckmMJVn_"" folds",2021-12-26T02:40:30.829Z,164048643082900
"""Mot$ @ m8FyQBZbz8"" bets 13",2021-12-26T02:40:18.940Z,164048641894000
"""angry giraffe @ iyckmMJVn_"" checks",2021-12-26T02:40:12.268Z,164048641226800
"Flop:  [Q♠, 6♣, 4♣]",2021-12-26T02:40:10.397Z,164048641039700
"""angry giraffe @ iyckmMJVn_"" calls 18",2021-12-26T02:40:09.568Z,164048640956800
"""Makkah @ 2dJHfqjO-R"" folds",2021-12-26T02:39:53.698Z,164048639369800
"""home game hero @ dgEP-4bywu"" folds",2021-12-26T02:39:52.154Z,164048639215400
"""SRV @ 6Idg2NjIGE"" folds",2021-12-26T02:39:51.244Z,164048639124400
"""bignuts @ s1KfWKB5Ag"" folds",2021-12-26T02:39:50.294Z,164048639029400
"""Mot$ @ m8FyQBZbz8"" raises to 18",2021-12-26T02:39:49.284Z,164048638928400
"""areeke @ 1owkVtOQsF"" folds",2021-12-26T02:39:42.582Z,164048638258200
"The player ""isaacwu @ Mhf_KbfDe4"" sit back with the stack of 252.",2021-12-26T02:39:39.252Z,164048637925200
"""angry giraffe @ iyckmMJVn_"" raises to 6",2021-12-26T02:39:33.208Z,164048637320800
"""Kanye2020 @ EWTAOaS4Us"" folds",2021-12-26T02:39:24.391Z,164048636439100
"""big daddy bubbles @ rYQPN15HQa"" folds",2021-12-26T02:39:23.291Z,164048636329100
"""Makkah @ 2dJHfqjO-R"" posts a big blind of 2",2021-12-26T02:39:21.568Z,164048636156812
"""home game hero @ dgEP-4bywu"" posts a small blind of 1",2021-12-26T02:39:21.568Z,164048636156811
"Player stacks: #1 ""Makkah @ 2dJHfqjO-R"" (252) | #2 ""big daddy bubbles @ rYQPN15HQa"" (137) | #3 ""Kanye2020 @ EWTAOaS4Us"" (782) | #4 ""angry giraffe @ iyckmMJVn_"" (482) | #5 ""areeke @ 1owkVtOQsF"" (766) | #7 ""Mot$ @ m8FyQBZbz8"" (284) | #8 ""bignuts @ s1KfWKB5Ag"" (261) | #9 ""SRV @ 6Idg2NjIGE"" (297) | #10 ""home game hero @ dgEP-4bywu"" (599)",2021-12-26T02:39:21.568Z,164048636156801
"-- starting hand #125  (No Limit Texas Hold'em) (dealer: ""SRV @ 6Idg2NjIGE"") --",2021-12-26T02:39:21.568Z,164048636156800
"-- ending hand #124 --",2021-12-26T02:39:18.562Z,164048635856202
"""SRV @ 6Idg2NjIGE"" collected 4 from pot",2021-12-26T02:39:18.562Z,164048635856201
"Uncalled bet of 4 returned to ""SRV @ 6Idg2NjIGE""",2021-12-26T02:39:18.562Z,164048635856200
"""home game hero @ dgEP-4bywu"" folds",2021-12-26T02:39:17.627Z,164048635762700
"""SRV @ 6Idg2NjIGE"" raises to 6",2021-12-26T02:39:12.581Z,164048635258100
"""bignuts @ s1KfWKB5Ag"" folds",2021-12-26T02:39:09.340Z,164048634934000
"""Mot$ @ m8FyQBZbz8"" folds",2021-12-26T02:39:08.178Z,164048634817800
"""areeke @ 1owkVtOQsF"" folds",2021-12-26T02:39:07.213Z,164048634721300
"""angry giraffe @ iyckmMJVn_"" folds",2021-12-26T02:39:06.346Z,164048634634600
"""Kanye2020 @ EWTAOaS4Us"" folds",2021-12-26T02:39:03.908Z,164048634390800
"""big daddy bubbles @ rYQPN15HQa"" folds",2021-12-26T02:39:02.912Z,164048634291200
"""Makkah @ 2dJHfqjO-R"" folds",2021-12-26T02:39:02.053Z,164048634205300
"""home game hero @ dgEP-4bywu"" posts a big blind of 2",2021-12-26T02:38:52.267Z,164048633226712
"""SRV @ 6Idg2NjIGE"" posts a small blind of 1",2021-12-26T02:38:52.267Z,164048633226711
"Player stacks: #1 ""Makkah @ 2dJHfqjO-R"" (252) | #2 ""big daddy bubbles @ rYQPN15HQa"" (137) | #3 ""Kanye2020 @ EWTAOaS4Us"" (782) | #4 ""angry giraffe @ iyckmMJVn_"" (482) | #5 ""areeke @ 1owkVtOQsF"" (766) | #7 ""Mot$ @ m8FyQBZbz8"" (284) | #8 ""bignuts @ s1KfWKB5Ag"" (261) | #9 ""SRV @ 6Idg2NjIGE"" (295) | #10 ""home game hero @ dgEP-4bywu"" (601)",2021-12-26T02:38:52.267Z,164048633226701
"-- starting hand #124  (No Limit Texas Hold'em) (dealer: ""bignuts @ s1KfWKB5Ag"") --",2021-12-26T02:38:52.267Z,164048633226700
"-- ending hand #123 --",2021-12-26T02:38:49.339Z,164048632933902
"""Kanye2020 @ EWTAOaS4Us"" collected 5 from pot",2021-12-26T02:38:49.339Z,164048632933901
"Uncalled bet of 4 returned to ""Kanye2020 @ EWTAOaS4Us""",2021-12-26T02:38:49.339Z,164048632933900
"""SRV @ 6Idg2NjIGE"" folds",2021-12-26T02:38:48.514Z,164048632851400
"""bignuts @ s1KfWKB5Ag"" folds",2021-12-26T02:38:47.621Z,164048632762100
"""Mot$ @ m8FyQBZbz8"" folds",2021-12-26T02:38:46.681Z,164048632668100
"""areeke @ 1owkVtOQsF"" folds",2021-12-26T02:38:43.176Z,164048632317600
"""angry giraffe @ iyckmMJVn_"" folds",2021-12-26T02:38:39.322Z,164048631932200
"""Kanye2020 @ EWTAOaS4Us"" raises to 6",2021-12-26T02:38:38.361Z,164048631836100
"""big daddy bubbles @ rYQPN15HQa"" folds",2021-12-26T02:38:29.976Z,164048630997600
"""Makkah @ 2dJHfqjO-R"" folds",2021-12-26T02:38:29.089Z,164048630908900
"""home game hero @ dgEP-4bywu"" folds",2021-12-26T02:38:28.237Z,164048630823700
"""SRV @ 6Idg2NjIGE"" posts a big blind of 2",2021-12-26T02:38:27.051Z,164048630705112
"""bignuts @ s1KfWKB5Ag"" posts a small blind of 1",2021-12-26T02:38:27.051Z,164048630705111
"Player stacks: #1 ""Makkah @ 2dJHfqjO-R"" (252) | #2 ""big daddy bubbles @ rYQPN15HQa"" (137) | #3 ""Kanye2020 @ EWTAOaS4Us"" (779) | #4 ""angry giraffe @ iyckmMJVn_"" (482) | #5 ""areeke @ 1owkVtOQsF"" (766) | #7 ""Mot$ @ m8FyQBZbz8"" (284) | #8 ""bignuts @ s1KfWKB5Ag"" (262) | #9 ""SRV @ 6Idg2NjIGE"" (297) | #10 ""home game hero @ dgEP-4bywu"" (601)",2021-12-26T02:38:27.051Z,164048630705101
"-- starting hand #123  (No Limit Texas Hold'em) (dealer: ""Mot$ @ m8FyQBZbz8"") --",2021-12-26T02:38:27.051Z,164048630705100
"-- ending hand #122 --",2021-12-26T02:38:24.130Z,164048630413002
"""big daddy bubbles @ rYQPN15HQa"" collected 43 from pot",2021-12-26T02:38:24.130Z,164048630413001
"Uncalled bet of 21 returned to ""big daddy bubbles @ rYQPN15HQa""",2021-12-26T02:38:24.130Z,164048630413000
"""Makkah @ 2dJHfqjO-R"" folds",2021-12-26T02:38:23.263Z,164048630326300
"""bignuts @ s1KfWKB5Ag"" folds",2021-12-26T02:38:22.332Z,164048630233200
"""big daddy bubbles @ rYQPN15HQa"" bets 21",2021-12-26T02:38:20.530Z,164048630053000
"""Makkah @ 2dJHfqjO-R"" checks",2021-12-26T02:38:11.668Z,164048629166800
"""bignuts @ s1KfWKB5Ag"" checks",2021-12-26T02:38:08.359Z,164048628835900
"Flop:  [K♦, 9♠, 10♠]",2021-12-26T02:38:03.012Z,164048628301200
"""Makkah @ 2dJHfqjO-R"" calls 14",2021-12-26T02:38:02.165Z,164048628216500
"""bignuts @ s1KfWKB5Ag"" calls 14",2021-12-26T02:37:53.217Z,164048627321700
"""Mot$ @ m8FyQBZbz8"" folds",2021-12-26T02:37:50.519Z,164048627051900
"""areeke @ 1owkVtOQsF"" folds",2021-12-26T02:37:49.612Z,164048626961200
"""angry giraffe @ iyckmMJVn_"" folds",2021-12-26T02:37:48.772Z,164048626877200
"""Kanye2020 @ EWTAOaS4Us"" folds",2021-12-26T02:37:42.321Z,164048626232100
"""big daddy bubbles @ rYQPN15HQa"" raises to 14",2021-12-26T02:37:41.458Z,164048626145800
"""Makkah @ 2dJHfqjO-R"" raises to 5",2021-12-26T02:37:36.977Z,164048625697700
"""home game hero @ dgEP-4bywu"" folds",2021-12-26T02:37:30.440Z,164048625044000
"""SRV @ 6Idg2NjIGE"" folds",2021-12-26T02:37:28.448Z,164048624844800
"""bignuts @ s1KfWKB5Ag"" posts a big blind of 2",2021-12-26T02:37:24.480Z,164048624448012
"""Mot$ @ m8FyQBZbz8"" posts a small blind of 1",2021-12-26T02:37:24.480Z,164048624448011
"Player stacks: #1 ""Makkah @ 2dJHfqjO-R"" (266) | #2 ""big daddy bubbles @ rYQPN15HQa"" (108) | #3 ""Kanye2020 @ EWTAOaS4Us"" (779) | #4 ""angry giraffe @ iyckmMJVn_"" (482) | #5 ""areeke @ 1owkVtOQsF"" (766) | #7 ""Mot$ @ m8FyQBZbz8"" (285) | #8 ""bignuts @ s1KfWKB5Ag"" (276) | #9 ""SRV @ 6Idg2NjIGE"" (297) | #10 ""home game hero @ dgEP-4bywu"" (601)",2021-12-26T02:37:24.480Z,164048624448001
"-- starting hand #122  (No Limit Texas Hold'em) (dead button) --",2021-12-26T02:37:24.480Z,164048624448000
"-- ending hand #121 --",2021-12-26T02:37:21.486Z,164048624148602
"""areeke @ 1owkVtOQsF"" collected 4 from pot",2021-12-26T02:37:21.486Z,164048624148601
"Uncalled bet of 3 returned to ""areeke @ 1owkVtOQsF""",2021-12-26T02:37:21.486Z,164048624148600
"""Mot$ @ m8FyQBZbz8"" folds",2021-12-26T02:37:20.650Z,164048624065000
"""areeke @ 1owkVtOQsF"" raises to 5",2021-12-26T02:37:15.177Z,164048623517700
"""angry giraffe @ iyckmMJVn_"" folds",2021-12-26T02:37:09.370Z,164048622937000
"""Kanye2020 @ EWTAOaS4Us"" folds",2021-12-26T02:37:06.315Z,164048622631500
"""big daddy bubbles @ rYQPN15HQa"" folds",2021-12-26T02:37:03.697Z,164048622369700
"""Makkah @ 2dJHfqjO-R"" folds",2021-12-26T02:37:02.705Z,164048622270500
"""home game hero @ dgEP-4bywu"" folds",2021-12-26T02:37:01.758Z,164048622175800
"""SRV @ 6Idg2NjIGE"" folds",2021-12-26T02:37:00.718Z,164048622071800
"""bignuts @ s1KfWKB5Ag"" folds",2021-12-26T02:36:51.779Z,164048621177900
"""Mot$ @ m8FyQBZbz8"" posts a big blind of 2",2021-12-26T02:36:49.694Z,164048620969413
"Dead Small Blind",2021-12-26T02:36:49.694Z,164048620969412
"Player stacks: #1 ""Makkah @ 2dJHfqjO-R"" (266) | #2 ""big daddy bubbles @ rYQPN15HQa"" (108) | #3 ""Kanye2020 @ EWTAOaS4Us"" (779) | #4 ""angry giraffe @ iyckmMJVn_"" (482) | #5 ""areeke @ 1owkVtOQsF"" (764) | #7 ""Mot$ @ m8FyQBZbz8"" (287) | #8 ""bignuts @ s1KfWKB5Ag"" (276) | #9 ""SRV @ 6Idg2NjIGE"" (297) | #10 ""home game hero @ dgEP-4bywu"" (601)",2021-12-26T02:36:49.694Z,164048620969402
"-- starting hand #121  (No Limit Texas Hold'em) (dealer: ""areeke @ 1owkVtOQsF"") --",2021-12-26T02:36:49.694Z,164048620969401
"The player ""isaacwu @ Mhf_KbfDe4"" stand up with the stack of 252.",2021-12-26T02:36:49.694Z,164048620969400
"-- ending hand #120 --",2021-12-26T02:36:46.784Z,164048620678402
"""big daddy bubbles @ rYQPN15HQa"" collected 13 from pot",2021-12-26T02:36:46.784Z,164048620678401
"Uncalled bet of 9 returned to ""big daddy bubbles @ rYQPN15HQa""",2021-12-26T02:36:46.784Z,164048620678400
"""home game hero @ dgEP-4bywu"" folds",2021-12-26T02:36:45.900Z,164048620590000
"""isaacwu @ Mhf_KbfDe4"" folds",2021-12-26T02:36:42.085Z,164048620208500
"""areeke @ 1owkVtOQsF"" folds",2021-12-26T02:36:41.201Z,164048620120100
"""angry giraffe @ iyckmMJVn_"" folds",2021-12-26T02:36:40.333Z,164048620033300
"""Kanye2020 @ EWTAOaS4Us"" folds",2021-12-26T02:36:39.373Z,164048619937300
"""big daddy bubbles @ rYQPN15HQa"" raises to 14",2021-12-26T02:36:38.418Z,164048619841800
"""Makkah @ 2dJHfqjO-R"" folds",2021-12-26T02:36:29.311Z,164048618931100
"""home game hero @ dgEP-4bywu"" raises to 5",2021-12-26T02:36:28.407Z,164048618840700
"""SRV @ 6Idg2NjIGE"" folds",2021-12-26T02:36:22.611Z,164048618261100
"""bignuts @ s1KfWKB5Ag"" folds",2021-12-26T02:36:16.978Z,164048617697800
"""Mot$ @ m8FyQBZbz8"" folds",2021-12-26T02:36:12.761Z,164048617276100
"""isaacwu @ Mhf_KbfDe4"" posts a big blind of 2",2021-12-26T02:36:09.861Z,164048616986113
"""areeke @ 1owkVtOQsF"" posts a small blind of 1",2021-12-26T02:36:09.861Z,164048616986112
"Player stacks: #1 ""Makkah @ 2dJHfqjO-R"" (266) | #2 ""big daddy bubbles @ rYQPN15HQa"" (100) | #3 ""Kanye2020 @ EWTAOaS4Us"" (779) | #4 ""angry giraffe @ iyckmMJVn_"" (482) | #5 ""areeke @ 1owkVtOQsF"" (765) | #6 ""isaacwu @ Mhf_KbfDe4"" (254) | #7 ""Mot$ @ m8FyQBZbz8"" (287) | #8 ""bignuts @ s1KfWKB5Ag"" (276) | #9 ""SRV @ 6Idg2NjIGE"" (297) | #10 ""home game hero @ dgEP-4bywu"" (606)",2021-12-26T02:36:09.861Z,164048616986101
"-- starting hand #120  (No Limit Texas Hold'em) (dealer: ""angry giraffe @ iyckmMJVn_"") --",2021-12-26T02:36:09.861Z,164048616986100
"-- ending hand #119 --",2021-12-26T02:36:06.859Z,164048616685902
"""bignuts @ s1KfWKB5Ag"" collected 5 from pot",2021-12-26T02:36:06.859Z,164048616685901
"Uncalled bet of 4 returned to ""bignuts @ s1KfWKB5Ag""",2021-12-26T02:36:06.859Z,164048616685900
"""areeke @ 1owkVtOQsF"" folds",2021-12-26T02:36:05.983Z,164048616598300
"""angry giraffe @ iyckmMJVn_"" folds",2021-12-26T02:36:04.918Z,164048616491800
"""Kanye2020 @ EWTAOaS4Us"" folds",2021-12-26T02:36:03.989Z,164048616398900
"""big daddy bubbles @ rYQPN15HQa"" folds",2021-12-26T02:36:02.891Z,164048616289100
"""Makkah @ 2dJHfqjO-R"" folds",2021-12-26T02:36:01.970Z,164048616197000
"""home game hero @ dgEP-4bywu"" folds",2021-12-26T02:36:00.939Z,164048616093900
"""SRV @ 6Idg2NjIGE"" folds",2021-12-26T02:35:59.909Z,164048615990900
"""bignuts @ s1KfWKB5Ag"" raises to 6",2021-12-26T02:35:58.954Z,164048615895400
"""Mot$ @ m8FyQBZbz8"" folds",2021-12-26T02:35:47.063Z,164048614706300
"""isaacwu @ Mhf_KbfDe4"" folds",2021-12-26T02:35:46.115Z,164048614611500
"""areeke @ 1owkVtOQsF"" posts a big blind of 2",2021-12-26T02:35:40.377Z,164048614037714
"""angry giraffe @ iyckmMJVn_"" posts a small blind of 1",2021-12-26T02:35:40.377Z,164048614037713
"Player stacks: #1 ""Makkah @ 2dJHfqjO-R"" (266) | #2 ""big daddy bubbles @ rYQPN15HQa"" (100) | #3 ""Kanye2020 @ EWTAOaS4Us"" (779) | #4 ""angry giraffe @ iyckmMJVn_"" (483) | #5 ""areeke @ 1owkVtOQsF"" (767) | #6 ""isaacwu @ Mhf_KbfDe4"" (254) | #7 ""Mot$ @ m8FyQBZbz8"" (287) | #8 ""bignuts @ s1KfWKB5Ag"" (273) | #9 ""SRV @ 6Idg2NjIGE"" (297) | #10 ""home game hero @ dgEP-4bywu"" (606)",2021-12-26T02:35:40.377Z,164048614037702
"-- starting hand #119  (No Limit Texas Hold'em) (dealer: ""Kanye2020 @ EWTAOaS4Us"") --",2021-12-26T02:35:40.377Z,164048614037701
"The player ""big daddy bubbles @ rYQPN15HQa"" joined the game with a stack of 100.",2021-12-26T02:35:40.377Z,164048614037700
"The admin approved the player ""big daddy bubbles @ rYQPN15HQa"" participation with a stack of 100.",2021-12-26T02:35:38.432Z,164048613843200
"-- ending hand #118 --",2021-12-26T02:35:37.382Z,164048613738202
"""Mot$ @ m8FyQBZbz8"" collected 5 from pot",2021-12-26T02:35:37.382Z,164048613738201
"Uncalled bet of 2 returned to ""Mot$ @ m8FyQBZbz8""",2021-12-26T02:35:37.382Z,164048613738200
"""angry giraffe @ iyckmMJVn_"" folds",2021-12-26T02:35:36.568Z,164048613656800
"""Kanye2020 @ EWTAOaS4Us"" folds",2021-12-26T02:35:35.509Z,164048613550900
"""Makkah @ 2dJHfqjO-R"" folds",2021-12-26T02:35:32.659Z,164048613265900
"""home game hero @ dgEP-4bywu"" folds",2021-12-26T02:35:31.643Z,164048613164300
"""SRV @ 6Idg2NjIGE"" folds",2021-12-26T02:35:30.612Z,164048613061200
"""bignuts @ s1KfWKB5Ag"" folds",2021-12-26T02:35:29.577Z,164048612957700
"""Mot$ @ m8FyQBZbz8"" raises to 4",2021-12-26T02:35:21.708Z,164048612170800
"""isaacwu @ Mhf_KbfDe4"" folds",2021-12-26T02:35:17.912Z,164048611791200
"The player ""big daddy bubbles @ rYQPN15HQa"" requested a seat.",2021-12-26T02:35:13.326Z,164048611332600
"""areeke @ 1owkVtOQsF"" folds",2021-12-26T02:35:12.226Z,164048611222600
"""angry giraffe @ iyckmMJVn_"" posts a big blind of 2",2021-12-26T02:35:10.876Z,164048611087612
"""Kanye2020 @ EWTAOaS4Us"" posts a small blind of 1",2021-12-26T02:35:10.876Z,164048611087611
"Player stacks: #1 ""Makkah @ 2dJHfqjO-R"" (266) | #3 ""Kanye2020 @ EWTAOaS4Us"" (780) | #4 ""angry giraffe @ iyckmMJVn_"" (485) | #5 ""areeke @ 1owkVtOQsF"" (767) | #6 ""isaacwu @ Mhf_KbfDe4"" (254) | #7 ""Mot$ @ m8FyQBZbz8"" (284) | #8 ""bignuts @ s1KfWKB5Ag"" (273) | #9 ""SRV @ 6Idg2NjIGE"" (297) | #10 ""home game hero @ dgEP-4bywu"" (606)",2021-12-26T02:35:10.876Z,164048611087601
"-- starting hand #118  (No Limit Texas Hold'em) (dealer: ""Makkah @ 2dJHfqjO-R"") --",2021-12-26T02:35:10.876Z,164048611087600
"-- ending hand #117 --",2021-12-26T02:35:07.875Z,164048610787502
"""Kanye2020 @ EWTAOaS4Us"" collected 9 from pot",2021-12-26T02:35:07.875Z,164048610787501
"Uncalled bet of 8 returned to ""Kanye2020 @ EWTAOaS4Us""",2021-12-26T02:35:07.875Z,164048610787500
"""angry giraffe @ iyckmMJVn_"" folds",2021-12-26T02:35:06.986Z,164048610698600
"""Kanye2020 @ EWTAOaS4Us"" raises to 12",2021-12-26T02:35:04.417Z,164048610441700
"""Makkah @ 2dJHfqjO-R"" folds",2021-12-26T02:34:58.508Z,164048609850800
"""home game hero @ dgEP-4bywu"" folds",2021-12-26T02:34:57.561Z,164048609756100
"""SRV @ 6Idg2NjIGE"" folds",2021-12-26T02:34:56.619Z,164048609661900
"""bignuts @ s1KfWKB5Ag"" folds",2021-12-26T02:34:54.366Z,164048609436600
"""Mot$ @ m8FyQBZbz8"" folds",2021-12-26T02:34:53.409Z,164048609340900
"""isaacwu @ Mhf_KbfDe4"" folds",2021-12-26T02:34:52.489Z,164048609248900
"""areeke @ 1owkVtOQsF"" folds",2021-12-26T02:34:44.286Z,164048608428600
"""angry giraffe @ iyckmMJVn_"" posts a straddle of 4",2021-12-26T02:34:41.987Z,164048608198714
"""Kanye2020 @ EWTAOaS4Us"" posts a big blind of 2",2021-12-26T02:34:41.987Z,164048608198713
"""Makkah @ 2dJHfqjO-R"" posts a small blind of 1",2021-12-26T02:34:41.987Z,164048608198712
"Player stacks: #1 ""Makkah @ 2dJHfqjO-R"" (267) | #3 ""Kanye2020 @ EWTAOaS4Us"" (775) | #4 ""angry giraffe @ iyckmMJVn_"" (489) | #5 ""areeke @ 1owkVtOQsF"" (767) | #6 ""isaacwu @ Mhf_KbfDe4"" (254) | #7 ""Mot$ @ m8FyQBZbz8"" (284) | #8 ""bignuts @ s1KfWKB5Ag"" (273) | #9 ""SRV @ 6Idg2NjIGE"" (297) | #10 ""home game hero @ dgEP-4bywu"" (606)",2021-12-26T02:34:41.987Z,164048608198702
"-- starting hand #117  (No Limit Texas Hold'em) (dealer: ""home game hero @ dgEP-4bywu"") --",2021-12-26T02:34:41.987Z,164048608198701
"The player ""jfry420 @ DxyNbHixrW"" quits the game with a stack of 0.",2021-12-26T02:34:41.987Z,164048608198700
"-- ending hand #116 --",2021-12-26T02:34:38.891Z,164048607889104
"""bignuts @ s1KfWKB5Ag"" collected 215 from pot with Straight, A High (combination: A♠, K♣, Q♠, J♠, 10♦)",2021-12-26T02:34:38.891Z,164048607889103
"""Makkah @ 2dJHfqjO-R"" collected 215 from pot with Straight, A High (combination: A♠, K♦, Q♣, J♠, 10♦)",2021-12-26T02:34:38.891Z,164048607889102
"""bignuts @ s1KfWKB5Ag"" collected 51 from pot with Straight, A High (combination: A♠, K♣, Q♠, J♠, 10♦)",2021-12-26T02:34:38.891Z,164048607889101
"""Makkah @ 2dJHfqjO-R"" collected 52 from pot with Straight, A High (combination: A♠, K♦, Q♣, J♠, 10♦)",2021-12-26T02:34:38.891Z,164048607889100
"River: K♣, A♠, 10♦, J♠ [7♥]",2021-12-26T02:34:34.883Z,164048607488300
"""bignuts @ s1KfWKB5Ag"" shows a Q♠, 9♠.",2021-12-26T02:34:30.786Z,164048607078602
"""jfry420 @ DxyNbHixrW"" shows a 5♠, 5♣.",2021-12-26T02:34:30.786Z,164048607078601
"""Makkah @ 2dJHfqjO-R"" shows a K♦, Q♣.",2021-12-26T02:34:30.786Z,164048607078600
"Some players choose to not run it twice.",2021-12-26T02:34:29.971Z,164048606997101
"""Makkah @ 2dJHfqjO-R"" chooses to not run it twice.",2021-12-26T02:34:29.971Z,164048606997100
"Remaining players decide whether to run it twice.",2021-12-26T02:34:29.932Z,164048606993201
"""Makkah @ 2dJHfqjO-R"" calls 219 and go all in",2021-12-26T02:34:29.932Z,164048606993200
"""bignuts @ s1KfWKB5Ag"" raises to 219 and go all in",2021-12-26T02:34:27.676Z,164048606767600
"""jfry420 @ DxyNbHixrW"" calls 4 and go all in",2021-12-26T02:34:19.867Z,164048605986700
"""Makkah @ 2dJHfqjO-R"" raises to 100",2021-12-26T02:34:18.924Z,164048605892400
"""bignuts @ s1KfWKB5Ag"" bets 50",2021-12-26T02:34:13.718Z,164048605371800
"""jfry420 @ DxyNbHixrW"" checks",2021-12-26T02:34:05.878Z,164048604587800
"""Makkah @ 2dJHfqjO-R"" checks",2021-12-26T02:34:04.965Z,164048604496500
"Turn: K♣, A♠, 10♦ [J♠]",2021-12-26T02:34:03.373Z,164048604337300
"""Makkah @ 2dJHfqjO-R"" calls 2",2021-12-26T02:34:02.544Z,164048604254400
"""bignuts @ s1KfWKB5Ag"" calls 2",2021-12-26T02:34:00.041Z,164048604004100
"""jfry420 @ DxyNbHixrW"" bets 2",2021-12-26T02:33:55.567Z,164048603556700
"""Makkah @ 2dJHfqjO-R"" checks",2021-12-26T02:33:53.806Z,164048603380600
"Flop:  [K♣, A♠, 10♦]",2021-12-26T02:33:48.930Z,164048602893000
"""bignuts @ s1KfWKB5Ag"" calls 28",2021-12-26T02:33:48.058Z,164048602805800
"""jfry420 @ DxyNbHixrW"" calls 28",2021-12-26T02:33:42.461Z,164048602246100
"""Makkah @ 2dJHfqjO-R"" raises to 28",2021-12-26T02:33:41.101Z,164048602110100
"""home game hero @ dgEP-4bywu"" folds",2021-12-26T02:33:33.231Z,164048601323100
"""SRV @ 6Idg2NjIGE"" folds",2021-12-26T02:33:27.982Z,164048600798200
"""bignuts @ s1KfWKB5Ag"" raises to 9",2021-12-26T02:33:27.093Z,164048600709300
"""Mot$ @ m8FyQBZbz8"" folds",2021-12-26T02:33:20.838Z,164048600083800
"""isaacwu @ Mhf_KbfDe4"" folds",2021-12-26T02:33:19.821Z,164048599982100
"""areeke @ 1owkVtOQsF"" folds",2021-12-26T02:33:18.802Z,164048599880200
"""angry giraffe @ iyckmMJVn_"" folds",2021-12-26T02:33:12.036Z,164048599203600
"""Kanye2020 @ EWTAOaS4Us"" folds",2021-12-26T02:33:10.047Z,164048599004700
"""jfry420 @ DxyNbHixrW"" calls 2",2021-12-26T02:33:07.007Z,164048598700700
"""Makkah @ 2dJHfqjO-R"" posts a big blind of 2",2021-12-26T02:33:05.703Z,164048598570313
"""home game hero @ dgEP-4bywu"" posts a small blind of 1",2021-12-26T02:33:05.703Z,164048598570312
"Player stacks: #1 ""Makkah @ 2dJHfqjO-R"" (249) | #2 ""jfry420 @ DxyNbHixrW"" (34) | #3 ""Kanye2020 @ EWTAOaS4Us"" (775) | #4 ""angry giraffe @ iyckmMJVn_"" (489) | #5 ""areeke @ 1owkVtOQsF"" (767) | #6 ""isaacwu @ Mhf_KbfDe4"" (254) | #7 ""Mot$ @ m8FyQBZbz8"" (284) | #8 ""bignuts @ s1KfWKB5Ag"" (256) | #9 ""SRV @ 6Idg2NjIGE"" (297) | #10 ""home game hero @ dgEP-4bywu"" (607)",2021-12-26T02:33:05.703Z,164048598570301
"-- starting hand #116  (No Limit Texas Hold'em) (dealer: ""SRV @ 6Idg2NjIGE"") --",2021-12-26T02:33:05.703Z,164048598570300
"-- ending hand #115 --",2021-12-26T02:33:02.703Z,164048598270302
"""Makkah @ 2dJHfqjO-R"" collected 5 from pot",2021-12-26T02:33:02.703Z,164048598270301
"Uncalled bet of 3 returned to ""Makkah @ 2dJHfqjO-R""",2021-12-26T02:33:02.703Z,164048598270300
"""home game hero @ dgEP-4bywu"" folds",2021-12-26T02:33:01.862Z,164048598186200
"""SRV @ 6Idg2NjIGE"" folds",2021-12-26T02:32:55.748Z,164048597574800
"""bignuts @ s1KfWKB5Ag"" folds",2021-12-26T02:32:54.822Z,164048597482200
