entry,at,order
"Flop:  [6♦, 3♣, 4♣]",2021-12-26T07:13:22.690Z,164050280269000
"""ArtOswald @ 8_dAbfzHo8"" calls 18",2021-12-26T07:13:21.837Z,164050280183700
"""mikehaze @ WQjt0Mpf2J"" folds",2021-12-26T07:13:14.764Z,164050279476400
"""melon @ 6k_YazKYoG"" folds",2021-12-26T07:13:13.803Z,164050279380300
"""Mot$ @ m8FyQBZbz8"" folds",2021-12-26T07:13:12.905Z,164050279290500
"""how @ v1kEn2eTHk"" raises to 18",2021-12-26T07:13:11.951Z,164050279195100
"""mangarino @ UBRS2d0ZyT"" folds",2021-12-26T07:13:08.705Z,164050278870500
"""ArtOswald @ 8_dAbfzHo8"" raises to 6",2021-12-26T07:13:07.713Z,164050278771300
"""isaacwu @ Mhf_KbfDe4"" folds",2021-12-26T07:13:03.954Z,164050278395400
"""home game hero @ dgEP-4bywu"" folds",2021-12-26T07:12:50.386Z,164050277038600
"""mikehaze @ WQjt0Mpf2J"" posts a big blind of 2",2021-12-26T07:12:47.460Z,164050276746011
"""melon @ 6k_YazKYoG"" posts a small blind of 1",2021-12-26T07:12:47.460Z,164050276746010
"Your hand is A♥, J♥",2021-12-26T07:12:47.460Z,164050276746005
"Player stacks: #1 ""isaacwu @ Mhf_KbfDe4"" (107) | #3 ""ArtOswald @ 8_dAbfzHo8"" (390) | #5 ""mangarino @ UBRS2d0ZyT"" (124) | #6 ""how @ v1kEn2eTHk"" (212) | #7 ""Mot$ @ m8FyQBZbz8"" (456) | #8 ""melon @ 6k_YazKYoG"" (212) | #9 ""mikehaze @ WQjt0Mpf2J"" (166) | #10 ""home game hero @ dgEP-4bywu"" (1806)",2021-12-26T07:12:47.460Z,164050276746001
"-- starting hand #463  (No Limit Texas Hold'em) (dealer: ""Mot$ @ m8FyQBZbz8"") --",2021-12-26T07:12:47.460Z,164050276746000
"-- ending hand #462 --",2021-12-26T07:12:44.458Z,164050276445802
"""how @ v1kEn2eTHk"" collected 11 from pot",2021-12-26T07:12:44.458Z,164050276445801
"Uncalled bet of 7 returned to ""how @ v1kEn2eTHk""",2021-12-26T07:12:44.458Z,164050276445800
"""mikehaze @ WQjt0Mpf2J"" folds",2021-12-26T07:12:43.645Z,164050276364500
"""how @ v1kEn2eTHk"" bets 7",2021-12-26T07:12:40.499Z,164050276049900
"""mikehaze @ WQjt0Mpf2J"" checks",2021-12-26T07:12:36.281Z,164050275628100
"Flop:  [6♣, 10♠, J♦]",2021-12-26T07:12:31.805Z,164050275180500
"""melon @ 6k_YazKYoG"" folds",2021-12-26T07:12:30.911Z,164050275091100
"""Mot$ @ m8FyQBZbz8"" folds",2021-12-26T07:12:29.897Z,164050274989700
"""how @ v1kEn2eTHk"" calls 4",2021-12-26T07:12:29.018Z,164050274901800
"""mangarino @ UBRS2d0ZyT"" folds",2021-12-26T07:12:24.428Z,164050274442800
"""ArtOswald @ 8_dAbfzHo8"" folds",2021-12-26T07:12:23.514Z,164050274351400
"""isaacwu @ Mhf_KbfDe4"" folds",2021-12-26T07:12:22.503Z,164050274250300
"""home game hero @ dgEP-4bywu"" folds",2021-12-26T07:12:21.557Z,164050274155700
"""mikehaze @ WQjt0Mpf2J"" raises to 4",2021-12-26T07:12:20.657Z,164050274065700
"""melon @ 6k_YazKYoG"" posts a big blind of 2",2021-12-26T07:12:17.387Z,164050273738711
"""Mot$ @ m8FyQBZbz8"" posts a small blind of 1",2021-12-26T07:12:17.387Z,164050273738710
"Your hand is Q♦, J♣",2021-12-26T07:12:17.387Z,164050273738705
"Player stacks: #1 ""isaacwu @ Mhf_KbfDe4"" (107) | #3 ""ArtOswald @ 8_dAbfzHo8"" (390) | #5 ""mangarino @ UBRS2d0ZyT"" (124) | #6 ""how @ v1kEn2eTHk"" (205) | #7 ""Mot$ @ m8FyQBZbz8"" (457) | #8 ""melon @ 6k_YazKYoG"" (214) | #9 ""mikehaze @ WQjt0Mpf2J"" (170) | #10 ""home game hero @ dgEP-4bywu"" (1806)",2021-12-26T07:12:17.387Z,164050273738701
"-- starting hand #462  (No Limit Texas Hold'em) (dealer: ""how @ v1kEn2eTHk"") --",2021-12-26T07:12:17.387Z,164050273738700
"-- ending hand #461 --",2021-12-26T07:12:14.448Z,164050273444802
"""isaacwu @ Mhf_KbfDe4"" collected 13 from pot",2021-12-26T07:12:14.448Z,164050273444801
"Uncalled bet of 9 returned to ""isaacwu @ Mhf_KbfDe4""",2021-12-26T07:12:14.448Z,164050273444800
"""Mot$ @ m8FyQBZbz8"" folds",2021-12-26T07:12:13.628Z,164050273362800
"""isaacwu @ Mhf_KbfDe4"" bets 9",2021-12-26T07:12:11.511Z,164050273151100
"""Mot$ @ m8FyQBZbz8"" checks",2021-12-26T07:12:06.212Z,164050272621200
"Flop:  [5♠, 9♣, 2♥]",2021-12-26T07:12:04.637Z,164050272463700
"""Mot$ @ m8FyQBZbz8"" calls 6",2021-12-26T07:12:03.798Z,164050272379800
"""how @ v1kEn2eTHk"" folds",2021-12-26T07:12:01.519Z,164050272151900
"""mangarino @ UBRS2d0ZyT"" folds",2021-12-26T07:12:00.480Z,164050272048000
"""ArtOswald @ 8_dAbfzHo8"" folds",2021-12-26T07:11:59.346Z,164050271934600
"""isaacwu @ Mhf_KbfDe4"" raises to 6",2021-12-26T07:11:56.508Z,164050271650800
"""home game hero @ dgEP-4bywu"" folds",2021-12-26T07:11:54.276Z,164050271427600
"""mikehaze @ WQjt0Mpf2J"" folds",2021-12-26T07:11:51.637Z,164050271163700
"""melon @ 6k_YazKYoG"" folds",2021-12-26T07:11:50.732Z,164050271073200
"""Mot$ @ m8FyQBZbz8"" posts a big blind of 2",2021-12-26T07:11:48.822Z,164050270882211
"""how @ v1kEn2eTHk"" posts a small blind of 1",2021-12-26T07:11:48.822Z,164050270882210
"Your hand is 2♦, K♥",2021-12-26T07:11:48.822Z,164050270882205
"Player stacks: #1 ""isaacwu @ Mhf_KbfDe4"" (100) | #3 ""ArtOswald @ 8_dAbfzHo8"" (390) | #5 ""mangarino @ UBRS2d0ZyT"" (124) | #6 ""how @ v1kEn2eTHk"" (206) | #7 ""Mot$ @ m8FyQBZbz8"" (463) | #8 ""melon @ 6k_YazKYoG"" (214) | #9 ""mikehaze @ WQjt0Mpf2J"" (170) | #10 ""home game hero @ dgEP-4bywu"" (1806)",2021-12-26T07:11:48.822Z,164050270882201
"-- starting hand #461  (No Limit Texas Hold'em) (dealer: ""mangarino @ UBRS2d0ZyT"") --",2021-12-26T07:11:48.822Z,164050270882200
"-- ending hand #460 --",2021-12-26T07:11:45.824Z,164050270582402
"""melon @ 6k_YazKYoG"" collected 5 from pot",2021-12-26T07:11:45.824Z,164050270582401
"Uncalled bet of 2 returned to ""melon @ 6k_YazKYoG""",2021-12-26T07:11:45.824Z,164050270582400
"""how @ v1kEn2eTHk"" folds",2021-12-26T07:11:45.013Z,164050270501300
"""mangarino @ UBRS2d0ZyT"" folds",2021-12-26T07:11:44.050Z,164050270405000
"""ArtOswald @ 8_dAbfzHo8"" folds",2021-12-26T07:11:43.114Z,164050270311400
"""isaacwu @ Mhf_KbfDe4"" folds",2021-12-26T07:11:42.158Z,164050270215800
"""home game hero @ dgEP-4bywu"" folds",2021-12-26T07:11:41.136Z,164050270113600
"""mikehaze @ WQjt0Mpf2J"" folds",2021-12-26T07:11:29.164Z,164050268916400
"""melon @ 6k_YazKYoG"" raises to 4",2021-12-26T07:11:28.248Z,164050268824800
"""Mot$ @ m8FyQBZbz8"" folds",2021-12-26T07:11:25.358Z,164050268535800
"""how @ v1kEn2eTHk"" posts a big blind of 2",2021-12-26T07:11:24.209Z,164050268420912
"""mangarino @ UBRS2d0ZyT"" posts a small blind of 1",2021-12-26T07:11:24.209Z,164050268420911
"Your hand is 8♠, 2♣",2021-12-26T07:11:24.209Z,164050268420906
"Player stacks: #1 ""isaacwu @ Mhf_KbfDe4"" (100) | #3 ""ArtOswald @ 8_dAbfzHo8"" (390) | #5 ""mangarino @ UBRS2d0ZyT"" (125) | #6 ""how @ v1kEn2eTHk"" (208) | #7 ""Mot$ @ m8FyQBZbz8"" (463) | #8 ""melon @ 6k_YazKYoG"" (211) | #9 ""mikehaze @ WQjt0Mpf2J"" (170) | #10 ""home game hero @ dgEP-4bywu"" (1806)",2021-12-26T07:11:24.209Z,164050268420902
"-- starting hand #460  (No Limit Texas Hold'em) (dealer: ""ArtOswald @ 8_dAbfzHo8"") --",2021-12-26T07:11:24.209Z,164050268420901
"The player ""isaacwu @ Mhf_KbfDe4"" joined the game with a stack of 100.",2021-12-26T07:11:24.209Z,164050268420900
"""home game hero @ dgEP-4bywu"" shows a 10♦, A♣.",2021-12-26T07:11:20.992Z,164050268099200
"-- ending hand #459 --",2021-12-26T07:11:20.594Z,164050268059402
"""mangarino @ UBRS2d0ZyT"" collected 31 from pot",2021-12-26T07:11:20.594Z,164050268059401
"Uncalled bet of 94 returned to ""mangarino @ UBRS2d0ZyT""",2021-12-26T07:11:20.594Z,164050268059400
"""home game hero @ dgEP-4bywu"" folds",2021-12-26T07:11:19.681Z,164050267968100
"""mikehaze @ WQjt0Mpf2J"" folds",2021-12-26T07:11:18.676Z,164050267867600
"""melon @ 6k_YazKYoG"" folds",2021-12-26T07:11:17.719Z,164050267771900
"The admin approved the player ""isaacwu @ Mhf_KbfDe4"" participation with a stack of 100.",2021-12-26T07:11:08.991Z,164050266899100
"""how @ v1kEn2eTHk"" folds",2021-12-26T07:11:08.327Z,164050266832700
"""mangarino @ UBRS2d0ZyT"" raises to 100 and go all in",2021-12-26T07:11:07.023Z,164050266702300
"""ArtOswald @ 8_dAbfzHo8"" folds",2021-12-26T07:11:05.223Z,164050266522300
"""home game hero @ dgEP-4bywu"" calls 6",2021-12-26T07:11:04.083Z,164050266408300
"The player ""isaacwu @ Mhf_KbfDe4"" requested a seat.",2021-12-26T07:11:02.038Z,164050266203800
"""mikehaze @ WQjt0Mpf2J"" calls 6",2021-12-26T07:10:54.037Z,164050265403700
"""melon @ 6k_YazKYoG"" calls 6",2021-12-26T07:10:51.703Z,164050265170300
"""Mot$ @ m8FyQBZbz8"" folds",2021-12-26T07:10:37.849Z,164050263784900
"""how @ v1kEn2eTHk"" raises to 6",2021-12-26T07:10:35.506Z,164050263550600
"""mangarino @ UBRS2d0ZyT"" posts a big blind of 2",2021-12-26T07:10:33.291Z,164050263329111
"""ArtOswald @ 8_dAbfzHo8"" posts a small blind of 1",2021-12-26T07:10:33.291Z,164050263329110
"Your hand is 10♣, A♦",2021-12-26T07:10:33.291Z,164050263329105
"Player stacks: #3 ""ArtOswald @ 8_dAbfzHo8"" (391) | #5 ""mangarino @ UBRS2d0ZyT"" (100) | #6 ""how @ v1kEn2eTHk"" (214) | #7 ""Mot$ @ m8FyQBZbz8"" (463) | #8 ""melon @ 6k_YazKYoG"" (217) | #9 ""mikehaze @ WQjt0Mpf2J"" (176) | #10 ""home game hero @ dgEP-4bywu"" (1812)",2021-12-26T07:10:33.291Z,164050263329102
"-- starting hand #459  (No Limit Texas Hold'em) (dead button) --",2021-12-26T07:10:33.291Z,164050263329101
"The player ""jfry420 @ DxyNbHixrW"" quits the game with a stack of 0.",2021-12-26T07:10:33.291Z,164050263329100
"-- ending hand #458 --",2021-12-26T07:10:30.286Z,164050263028603
"""jfry420 @ DxyNbHixrW"" shows a 2♣, K♦.",2021-12-26T07:10:30.286Z,164050263028602
"""home game hero @ dgEP-4bywu"" collected 56 from pot with Pair, K's (combination: K♣, K♥, A♦, J♦, 10♥)",2021-12-26T07:10:30.286Z,164050263028601
"""home game hero @ dgEP-4bywu"" shows a K♣, 10♥.",2021-12-26T07:10:30.286Z,164050263028600
"""jfry420 @ DxyNbHixrW"" calls 10 and go all in",2021-12-26T07:10:29.475Z,164050262947500
"""home game hero @ dgEP-4bywu"" raises to 10 and go all in",2021-12-26T07:10:24.886Z,164050262488600
"""jfry420 @ DxyNbHixrW"" bets 2",2021-12-26T07:10:20.290Z,164050262029000
"River: K♥, J♦, A♦, 3♥ [9♥]",2021-12-26T07:10:12.474Z,164050261247400
"""jfry420 @ DxyNbHixrW"" calls 10",2021-12-26T07:10:11.599Z,164050261159900
"""home game hero @ dgEP-4bywu"" raises to 10",2021-12-26T07:10:06.377Z,164050260637700
"""jfry420 @ DxyNbHixrW"" bets 2",2021-12-26T07:09:57.690Z,164050259769000
"Turn: K♥, J♦, A♦ [3♥]",2021-12-26T07:09:49.371Z,164050258937100
"""home game hero @ dgEP-4bywu"" calls 2",2021-12-26T07:09:48.494Z,164050258849400
"""jfry420 @ DxyNbHixrW"" bets 2",2021-12-26T07:09:45.458Z,164050258545800
"Flop:  [K♥, J♦, A♦]",2021-12-26T07:09:37.561Z,164050257756100
"""ArtOswald @ 8_dAbfzHo8"" folds",2021-12-26T07:09:36.670Z,164050257667000
"""jfry420 @ DxyNbHixrW"" calls 5",2021-12-26T07:09:33.094Z,164050257309400
"""home game hero @ dgEP-4bywu"" raises to 5",2021-12-26T07:09:30.062Z,164050257006200
"""mikehaze @ WQjt0Mpf2J"" folds",2021-12-26T07:09:26.599Z,164050256659900
"""melon @ 6k_YazKYoG"" folds",2021-12-26T07:09:24.249Z,164050256424900
"""Mot$ @ m8FyQBZbz8"" folds",2021-12-26T07:09:23.259Z,164050256325900
"""how @ v1kEn2eTHk"" folds",2021-12-26T07:09:22.195Z,164050256219500
"""mangarino @ UBRS2d0ZyT"" folds",2021-12-26T07:09:20.883Z,164050256088300
"""ArtOswald @ 8_dAbfzHo8"" posts a big blind of 2",2021-12-26T07:09:19.960Z,164050255996011
"""jfry420 @ DxyNbHixrW"" posts a small blind of 1",2021-12-26T07:09:19.960Z,164050255996010
"Your hand is 2♦, 6♠",2021-12-26T07:09:19.960Z,164050255996005
"Player stacks: #2 ""jfry420 @ DxyNbHixrW"" (27) | #3 ""ArtOswald @ 8_dAbfzHo8"" (393) | #5 ""mangarino @ UBRS2d0ZyT"" (100) | #6 ""how @ v1kEn2eTHk"" (214) | #7 ""Mot$ @ m8FyQBZbz8"" (463) | #8 ""melon @ 6k_YazKYoG"" (217) | #9 ""mikehaze @ WQjt0Mpf2J"" (176) | #10 ""home game hero @ dgEP-4bywu"" (1783)",2021-12-26T07:09:19.960Z,164050255996001
"-- starting hand #458  (No Limit Texas Hold'em) (dead button) --",2021-12-26T07:09:19.960Z,164050255996000
"-- ending hand #457 --",2021-12-26T07:09:16.951Z,164050255695102
"""how @ v1kEn2eTHk"" collected 4 from pot",2021-12-26T07:09:16.951Z,164050255695101
"Uncalled bet of 4 returned to ""how @ v1kEn2eTHk""",2021-12-26T07:09:16.951Z,164050255695100
"""jfry420 @ DxyNbHixrW"" folds",2021-12-26T07:09:16.008Z,164050255600800
"""home game hero @ dgEP-4bywu"" folds",2021-12-26T07:09:08.770Z,164050254877000
"""mikehaze @ WQjt0Mpf2J"" folds",2021-12-26T07:09:07.856Z,164050254785600
"""melon @ 6k_YazKYoG"" folds",2021-12-26T07:09:06.897Z,164050254689700
"""Mot$ @ m8FyQBZbz8"" folds",2021-12-26T07:09:04.587Z,164050254458700
"""how @ v1kEn2eTHk"" raises to 6",2021-12-26T07:09:03.678Z,164050254367800
"""mangarino @ UBRS2d0ZyT"" folds",2021-12-26T07:08:57.801Z,164050253780100
"""ArtOswald @ 8_dAbfzHo8"" folds",2021-12-26T07:08:56.892Z,164050253689200
"""jfry420 @ DxyNbHixrW"" posts a big blind of 2",2021-12-26T07:08:55.255Z,164050253525512
"Dead Small Blind",2021-12-26T07:08:55.255Z,164050253525511
"Your hand is 5♣, 7♣",2021-12-26T07:08:55.255Z,164050253525506
"Player stacks: #2 ""jfry420 @ DxyNbHixrW"" (29) | #3 ""ArtOswald @ 8_dAbfzHo8"" (393) | #5 ""mangarino @ UBRS2d0ZyT"" (100) | #6 ""how @ v1kEn2eTHk"" (212) | #7 ""Mot$ @ m8FyQBZbz8"" (463) | #8 ""melon @ 6k_YazKYoG"" (217) | #9 ""mikehaze @ WQjt0Mpf2J"" (176) | #10 ""home game hero @ dgEP-4bywu"" (1783)",2021-12-26T07:08:55.255Z,164050253525502
"-- starting hand #457  (No Limit Texas Hold'em) (dealer: ""home game hero @ dgEP-4bywu"") --",2021-12-26T07:08:55.255Z,164050253525501
"The player ""Makkah @ 2dJHfqjO-R"" quits the game with a stack of 264.",2021-12-26T07:08:55.255Z,164050253525500
"-- ending hand #456 --",2021-12-26T07:08:52.300Z,164050253230002
"""mangarino @ UBRS2d0ZyT"" collected 33 from pot",2021-12-26T07:08:52.300Z,164050253230001
"Uncalled bet of 67 returned to ""mangarino @ UBRS2d0ZyT""",2021-12-26T07:08:52.300Z,164050253230000
"""jfry420 @ DxyNbHixrW"" folds",2021-12-26T07:08:51.473Z,164050253147300
"""how @ v1kEn2eTHk"" folds",2021-12-26T07:08:46.465Z,164050252646500
"""mangarino @ UBRS2d0ZyT"" bets 67 and go all in",2021-12-26T07:08:45.240Z,164050252524000
"""jfry420 @ DxyNbHixrW"" checks",2021-12-26T07:08:41.989Z,164050252198900
"Flop:  [9♠, 7♥, 3♠]",2021-12-26T07:08:34.288Z,164050251428800
"""mangarino @ UBRS2d0ZyT"" calls 10",2021-12-26T07:08:33.482Z,164050251348200
"""jfry420 @ DxyNbHixrW"" calls 10",2021-12-26T07:08:29.301Z,164050250930100
"""Makkah @ 2dJHfqjO-R"" folds",2021-12-26T07:08:26.795Z,164050250679500
"""home game hero @ dgEP-4bywu"" folds",2021-12-26T07:08:25.975Z,164050250597500
"""mikehaze @ WQjt0Mpf2J"" folds",2021-12-26T07:08:25.074Z,164050250507400
"""melon @ 6k_YazKYoG"" folds",2021-12-26T07:08:24.086Z,164050250408600
"""Mot$ @ m8FyQBZbz8"" folds",2021-12-26T07:08:23.096Z,164050250309600
"""how @ v1kEn2eTHk"" raises to 10",2021-12-26T07:08:12.442Z,164050249244200
"""mangarino @ UBRS2d0ZyT"" calls 2",2021-12-26T07:08:07.488Z,164050248748800
"""ArtOswald @ 8_dAbfzHo8"" folds",2021-12-26T07:07:56.366Z,164050247636600
"""jfry420 @ DxyNbHixrW"" calls 2",2021-12-26T07:07:55.455Z,164050247545500
"""Makkah @ 2dJHfqjO-R"" posts a big blind of 2",2021-12-26T07:07:49.766Z,164050246976612
"""home game hero @ dgEP-4bywu"" posts a small blind of 1",2021-12-26T07:07:49.766Z,164050246976611
"Your hand is K♦, 10♦",2021-12-26T07:07:49.766Z,164050246976606
"Player stacks: #1 ""Makkah @ 2dJHfqjO-R"" (266) | #2 ""jfry420 @ DxyNbHixrW"" (39) | #3 ""ArtOswald @ 8_dAbfzHo8"" (393) | #5 ""mangarino @ UBRS2d0ZyT"" (77) | #6 ""how @ v1kEn2eTHk"" (222) | #7 ""Mot$ @ m8FyQBZbz8"" (463) | #8 ""melon @ 6k_YazKYoG"" (217) | #9 ""mikehaze @ WQjt0Mpf2J"" (176) | #10 ""home game hero @ dgEP-4bywu"" (1784)",2021-12-26T07:07:49.766Z,164050246976601
"-- starting hand #456  (No Limit Texas Hold'em) (dealer: ""mikehaze @ WQjt0Mpf2J"") --",2021-12-26T07:07:49.766Z,164050246976600
"-- ending hand #455 --",2021-12-26T07:07:46.761Z,164050246676103
"""jfry420 @ DxyNbHixrW"" shows a 8♣, K♣.",2021-12-26T07:07:46.761Z,164050246676102
"""Makkah @ 2dJHfqjO-R"" collected 49 from pot with Flush, Ks High (combination: K♠, Q♠, J♠, 4♠, 3♠)",2021-12-26T07:07:46.761Z,164050246676101
"""Makkah @ 2dJHfqjO-R"" shows a Q♠, K♠.",2021-12-26T07:07:46.761Z,164050246676100
"""Makkah @ 2dJHfqjO-R"" calls 12",2021-12-26T07:07:45.878Z,164050246587800
"""jfry420 @ DxyNbHixrW"" bets 12",2021-12-26T07:07:42.010Z,164050246201000
"""Makkah @ 2dJHfqjO-R"" checks",2021-12-26T07:07:30.222Z,164050245022200
"River: 4♦, 4♥, 3♠, J♠ [4♠]",2021-12-26T07:07:27.390Z,164050244739000
"""jfry420 @ DxyNbHixrW"" calls 6",2021-12-26T07:07:26.516Z,164050244651600
"""Makkah @ 2dJHfqjO-R"" bets 6",2021-12-26T07:07:21.150Z,164050244115000
"Turn: 4♦, 4♥, 3♠ [J♠]",2021-12-26T07:07:16.476Z,164050243647600
"""jfry420 @ DxyNbHixrW"" checks",2021-12-26T07:07:15.650Z,164050243565000
"""Makkah @ 2dJHfqjO-R"" checks",2021-12-26T07:07:12.722Z,164050243272200
"Flop:  [4♦, 4♥, 3♠]",2021-12-26T07:07:08.977Z,164050242897700
"""home game hero @ dgEP-4bywu"" folds",2021-12-26T07:07:08.126Z,164050242812600
"""mikehaze @ WQjt0Mpf2J"" folds",2021-12-26T07:07:01.062Z,164050242106200
"""melon @ 6k_YazKYoG"" folds",2021-12-26T07:07:00.136Z,164050242013600
"""Mot$ @ m8FyQBZbz8"" folds",2021-12-26T07:06:57.441Z,164050241744100
"""how @ v1kEn2eTHk"" folds",2021-12-26T07:06:56.507Z,164050241650700
"""mangarino @ UBRS2d0ZyT"" folds",2021-12-26T07:06:55.638Z,164050241563800
"""ArtOswald @ 8_dAbfzHo8"" folds",2021-12-26T07:06:52.174Z,164050241217400
"""jfry420 @ DxyNbHixrW"" calls 5",2021-12-26T07:06:36.279Z,164050239627900
"""Makkah @ 2dJHfqjO-R"" raises to 5",2021-12-26T07:06:33.633Z,164050239363300
"""home game hero @ dgEP-4bywu"" posts a big blind of 2",2021-12-26T07:06:29.823Z,164050238982312
"""mikehaze @ WQjt0Mpf2J"" posts a small blind of 1",2021-12-26T07:06:29.823Z,164050238982311
"Your hand is K♦, 6♦",2021-12-26T07:06:29.823Z,164050238982306
"Player stacks: #1 ""Makkah @ 2dJHfqjO-R"" (240) | #2 ""jfry420 @ DxyNbHixrW"" (62) | #3 ""ArtOswald @ 8_dAbfzHo8"" (393) | #5 ""mangarino @ UBRS2d0ZyT"" (77) | #6 ""how @ v1kEn2eTHk"" (222) | #7 ""Mot$ @ m8FyQBZbz8"" (463) | #8 ""melon @ 6k_YazKYoG"" (217) | #9 ""mikehaze @ WQjt0Mpf2J"" (177) | #10 ""home game hero @ dgEP-4bywu"" (1786)",2021-12-26T07:06:29.823Z,164050238982301
"-- starting hand #455  (No Limit Texas Hold'em) (dealer: ""melon @ 6k_YazKYoG"") --",2021-12-26T07:06:29.823Z,164050238982300
"-- ending hand #454 --",2021-12-26T07:06:26.699Z,164050238669903
"""jfry420 @ DxyNbHixrW"" shows a K♠, 6♦.",2021-12-26T07:06:26.699Z,164050238669902
"""how @ v1kEn2eTHk"" collected 114 from pot with Pair, Q's (combination: Q♥, Q♦, A♣, J♦, 10♥)",2021-12-26T07:06:26.699Z,164050238669901
"""how @ v1kEn2eTHk"" shows a A♣, Q♥.",2021-12-26T07:06:26.699Z,164050238669900
"""how @ v1kEn2eTHk"" checks",2021-12-26T07:06:25.866Z,164050238586600
"""jfry420 @ DxyNbHixrW"" checks",2021-12-26T07:06:24.898Z,164050238489800
"River: Q♦, J♦, 10♥, 3♠ [8♠]",2021-12-26T07:06:14.888Z,164050237488800
"""jfry420 @ DxyNbHixrW"" calls 25",2021-12-26T07:06:14.047Z,164050237404700
"""how @ v1kEn2eTHk"" raises to 25",2021-12-26T07:06:11.599Z,164050237159900
"""jfry420 @ DxyNbHixrW"" bets 2",2021-12-26T07:06:00.454Z,164050236045400
"Turn: Q♦, J♦, 10♥ [3♠]",2021-12-26T07:05:53.281Z,164050235328100
"""jfry420 @ DxyNbHixrW"" calls 18",2021-12-26T07:05:52.417Z,164050235241700
"""how @ v1kEn2eTHk"" bets 18",2021-12-26T07:05:47.823Z,164050234782300
"""jfry420 @ DxyNbHixrW"" checks",2021-12-26T07:05:44.034Z,164050234403400
"Flop:  [Q♦, J♦, 10♥]",2021-12-26T07:05:37.979Z,164050233797900
"""jfry420 @ DxyNbHixrW"" calls 12",2021-12-26T07:05:37.159Z,164050233715900
"""mikehaze @ WQjt0Mpf2J"" folds",2021-12-26T07:05:33.941Z,164050233394100
"""melon @ 6k_YazKYoG"" folds",2021-12-26T07:05:28.267Z,164050232826700
"""Mot$ @ m8FyQBZbz8"" folds",2021-12-26T07:05:27.285Z,164050232728500
"""how @ v1kEn2eTHk"" raises to 12",2021-12-26T07:05:25.125Z,164050232512500
"""mangarino @ UBRS2d0ZyT"" folds",2021-12-26T07:05:14.992Z,164050231499200
"""ArtOswald @ 8_dAbfzHo8"" folds",2021-12-26T07:05:14.150Z,164050231415000
"""jfry420 @ DxyNbHixrW"" calls 2",2021-12-26T07:05:13.171Z,164050231317100
"""Makkah @ 2dJHfqjO-R"" folds",2021-12-26T07:05:09.835Z,164050230983500
"""home game hero @ dgEP-4bywu"" folds",2021-12-26T07:05:08.870Z,164050230887000
"""how @ v1kEn2eTHk"" posts a missed big blind of 2",2021-12-26T07:05:06.402Z,164050230640215
"""how @ v1kEn2eTHk"" posts a missing small blind of 1",2021-12-26T07:05:06.402Z,164050230640214
"""mikehaze @ WQjt0Mpf2J"" posts a big blind of 2",2021-12-26T07:05:06.402Z,164050230640213
"""melon @ 6k_YazKYoG"" posts a small blind of 1",2021-12-26T07:05:06.402Z,164050230640212
"Your hand is A♣, Q♥",2021-12-26T07:05:06.402Z,164050230640207
"Player stacks: #1 ""Makkah @ 2dJHfqjO-R"" (240) | #2 ""jfry420 @ DxyNbHixrW"" (117) | #3 ""ArtOswald @ 8_dAbfzHo8"" (393) | #5 ""mangarino @ UBRS2d0ZyT"" (77) | #6 ""how @ v1kEn2eTHk"" (164) | #7 ""Mot$ @ m8FyQBZbz8"" (463) | #8 ""melon @ 6k_YazKYoG"" (218) | #9 ""mikehaze @ WQjt0Mpf2J"" (179) | #10 ""home game hero @ dgEP-4bywu"" (1786)",2021-12-26T07:05:06.402Z,164050230640202
"-- starting hand #454  (No Limit Texas Hold'em) (dealer: ""Mot$ @ m8FyQBZbz8"") --",2021-12-26T07:05:06.402Z,164050230640201
"The player ""how @ v1kEn2eTHk"" joined the game with a stack of 164.",2021-12-26T07:05:06.402Z,164050230640200
"-- ending hand #453 --",2021-12-26T07:05:03.289Z,164050230328902
"""Makkah @ 2dJHfqjO-R"" collected 129 from pot with Pair, J's (combination: J♣, J♠, K♦, 8♦, 7♠)",2021-12-26T07:05:03.289Z,164050230328901
"""Makkah @ 2dJHfqjO-R"" shows a K♦, J♣.",2021-12-26T07:05:03.289Z,164050230328900
"""jfry420 @ DxyNbHixrW"" calls 32",2021-12-26T07:05:02.476Z,164050230247600
"""Makkah @ 2dJHfqjO-R"" raises to 32",2021-12-26T07:04:57.181Z,164050229718100
"""jfry420 @ DxyNbHixrW"" bets 16",2021-12-26T07:04:51.371Z,164050229137100
"""Makkah @ 2dJHfqjO-R"" checks",2021-12-26T07:04:37.198Z,164050227719800
"River: J♠, 6♦, 7♠, 8♦ [2♠]",2021-12-26T07:04:33.981Z,164050227398100
"""Makkah @ 2dJHfqjO-R"" calls 16",2021-12-26T07:04:33.126Z,164050227312600
"""jfry420 @ DxyNbHixrW"" bets 16",2021-12-26T07:04:29.355Z,164050226935500
"""Makkah @ 2dJHfqjO-R"" checks",2021-12-26T07:04:18.261Z,164050225826100
"Turn: J♠, 6♦, 7♠ [8♦]",2021-12-26T07:04:12.825Z,164050225282500
"""jfry420 @ DxyNbHixrW"" calls 10",2021-12-26T07:04:11.927Z,164050225192700
"""Makkah @ 2dJHfqjO-R"" bets 10",2021-12-26T07:04:06.741Z,164050224674100
"Flop:  [J♠, 6♦, 7♠]",2021-12-26T07:04:01.614Z,164050224161400
"""melon @ 6k_YazKYoG"" folds",2021-12-26T07:04:00.709Z,164050224070900
